ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,0
461479,Female,Yes,52,Yes,Artist,1.0,Average,3.0,Cat_6,B
461480,Female,Yes,57,Yes,Artist,1.0,High,3.0,Cat_6,D
461482,Female,No,50,Yes,Artist,9.0,Low,1.0,Cat_6,D
461494,Male,Yes,27,No,Engineer,0.0,Average,2.0,Cat_6,B
461501,Female,Yes,45,Yes,Engineer,1.0,High,3.0,Cat_6,C
461503,Female,No,30,Yes,Artist,8.0,Low,2.0,Cat_6,C
461510,Male,Yes,45,Yes,Artist,0.0,Low,2.0,Cat_6,C
461514,Male,No,30,No,Healthcare,1.0,Low,4.0,Cat_6,C
461516,Male,Yes,31,Yes,Entertainment,1.0,Average,3.0,Cat_6,B
461518,Female,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_3,D
461521,Male,Yes,67,Yes,Artist,0.0,High,2.0,Cat_6,C
461522,Male,Yes,76,No,Executive,1.0,High,2.0,Cat_6,B
461525,Male,Yes,69,Yes,Entertainment,0.0,Low,2.0,Cat_6,C
461526,Male,Yes,83,No,Entertainment,0.0,Low,2.0,Cat_6,C
461530,Male,Yes,38,Yes,Engineer,0.0,Low,2.0,Cat_6,C
461534,Male,Yes,36,Yes,Artist,0.0,Low,1.0,Cat_6,D
461540,Male,No,41,Yes,Unemployed,2.0,Low,2.0,Cat_2,C
461546,Female,Yes,69,No,Lawyer,0.0,Low,3.0,Cat_6,D
461548,Female,No,33,Yes,Engineer,0.0,Low,3.0,Cat_6,C
461553,Male,No,38,Yes,Artist,1.0,Low,3.0,Cat_7,A
461556,Female,Yes,48,Yes,Engineer,1.0,Average,2.0,Cat_6,D
461558,Male,Yes,51,Yes,Engineer,2.0,Average,2.0,Cat_6,D
461564,Male,Yes,56,Yes,Executive,1.0,High,2.0,Cat_6,B
461570,Male,Yes,57,Yes,Artist,0.0,Average,3.0,Cat_6,D
461574,Female,Yes,49,Yes,Artist,1.0,Average,3.0,Cat_6,B
461587,Male,No,30,Yes,Healthcare,0.0,Low,3.0,Cat_6,A
461593,Female,Yes,40,Yes,Doctor,8.0,Average,2.0,Cat_6,D
461602,Female,No,30,Yes,Artist,0.0,Low,2.0,Cat_6,C
461604,Male,Yes,38,No,Entertainment,0.0,Average,2.0,Cat_6,C
461612,Female,No,31,Yes,Healthcare,8.0,Low,5.0,Cat_6,B
461615,Male,No,33,Yes,Doctor,0.0,Low,2.0,Cat_6,C
461617,Male,No,50,Yes,Artist,0.0,Low,2.0,Cat_6,B
461619,Male,Yes,52,Yes,Executive,1.0,High,3.0,Cat_6,A
461624,Female,Yes,39,Yes,Artist,0.0,Average,2.0,Cat_2,B
461626,Male,Yes,73,Yes,Executive,0.0,High,2.0,Cat_6,C
461630,Male,Yes,46,Yes,Artist,0.0,Average,3.0,Cat_6,B
461637,Male,Yes,50,Yes,Artist,0.0,Low,2.0,Cat_7,D
461644,Male,No,30,No,Healthcare,0.0,Low,6.0,Cat_6,C
461653,Female,Yes,60,Yes,Doctor,0.0,Average,2.0,Cat_6,A
461655,Female,Yes,39,Yes,Homemaker,9.0,Average,2.0,Cat_6,B
461658,Female,Yes,59,Yes,Artist,1.0,Average,2.0,Cat_5,C
461659,Female,Yes,51,Yes,Artist,0.0,Average,2.0,Cat_6,A
461661,Female,Yes,40,Yes,Artist,5.0,Average,2.0,Cat_2,C
461663,Male,No,23,No,Healthcare,1.0,Low,3.0,Cat_6,C
461668,Male,Yes,53,Yes,Artist,4.0,Average,4.0,Cat_2,D
461671,Male,No,32,No,Healthcare,7.0,Low,5.0,Cat_6,C
461674,Male,Yes,52,Yes,Executive,0.0,High,4.0,Cat_6,B
461676,Female,No,31,Yes,Engineer,0.0,Low,1.0,Cat_6,C
461679,Male,No,30,Yes,Healthcare,3.0,Low,4.0,Cat_6,A
461681,Male,No,25,Yes,Healthcare,8.0,Low,3.0,Cat_7,A
461683,Male,Yes,40,Yes,Executive,1.0,High,4.0,Cat_6,B
461685,Female,No,27,Yes,Healthcare,4.0,Low,4.0,Cat_6,C
461686,Male,Yes,61,Yes,Artist,0.0,Low,2.0,Cat_6,A
461690,Female,No,33,Yes,Engineer,1.0,Low,1.0,Cat_4,C
461694,Male,No,28,Yes,Doctor,1.0,Low,4.0,Cat_4,A
461695,Female,Yes,48,Yes,Artist,2.0,Average,2.0,Cat_6,C
461698,Female,Yes,73,Yes,Artist,0.0,High,2.0,Cat_6,D
461701,Male,Yes,36,No,Artist,0.0,Average,2.0,Cat_5,D
461705,Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_6,B
461708,Male,Yes,82,No,Lawyer,0.0,High,2.0,Cat_6,D
461709,Male,No,28,Yes,Artist,1.0,Low,3.0,Cat_4,A
461711,Female,No,42,Yes,Artist,8.0,Low,3.0,Cat_2,B
461716,Female,Yes,60,Yes,Lawyer,6.0,High,9.0,Cat_6,D
461720,Female,No,46,Yes,Artist,1.0,Low,1.0,Cat_4,B
461722,Male,No,31,No,Doctor,0.0,Low,3.0,Cat_6,A
461724,Female,Yes,50,Yes,Artist,1.0,Low,1.0,Cat_7,D
461725,Female,No,30,Yes,Engineer,3.0,Low,1.0,Cat_4,C
461727,Female,No,49,Yes,Artist,1.0,Low,3.0,Cat_6,D
461737,Female,Yes,51,Yes,Doctor,0.0,Average,6.0,Cat_4,D
461738,Female,Yes,46,Yes,Unemployed,1.0,Average,3.0,Cat_6,B
461744,Male,Yes,53,Yes,Artist,0.0,Average,4.0,Cat_6,C
461747,Male,Yes,65,Yes,Artist,0.0,High,2.0,Cat_6,B
461749,Female,No,22,No,Healthcare,0.0,Low,5.0,Cat_6,D
461752,Male,Yes,65,Yes,Doctor,1.0,Average,3.0,Cat_6,D
461756,Female,Yes,39,Yes,Engineer,0.0,Average,2.0,Cat_4,C
461760,Male,Yes,84,Yes,Artist,0.0,High,2.0,Cat_6,C
461769,Male,No,37,Yes,Artist,0.0,Low,1.0,Cat_6,B
461771,Male,Yes,28,Yes,Doctor,8.0,Average,2.0,Cat_6,D
461775,Female,Yes,82,No,Lawyer,0.0,High,2.0,Cat_6,C
461778,Female,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,D
461780,Female,No,69,Yes,Lawyer,1.0,Low,5.0,Cat_6,C
461782,Female,Yes,51,Yes,Artist,1.0,High,5.0,Cat_6,D
461784,Female,Yes,74,Yes,Lawyer,1.0,Low,1.0,Cat_6,D
461788,Female,Yes,79,Yes,Lawyer,1.0,High,2.0,Cat_6,B
461791,Female,No,21,No,Lawyer,9.0,Low,1.0,Cat_6,C
461792,Female,No,20,No,Healthcare,5.0,Low,5.0,Cat_2,C
461800,Female,No,43,Yes,Doctor,3.0,Low,1.0,Cat_2,D
461801,Female,No,25,No,Healthcare,1.0,Low,3.0,Cat_6,C
461802,Male,No,43,Yes,Artist,0.0,Low,4.0,Cat_6,A
461804,Female,No,42,Yes,Artist,1.0,Low,1.0,Cat_6,C
461807,Male,No,25,Yes,Doctor,10.0,Low,4.0,Cat_6,A
461815,Male,Yes,59,Yes,Artist,0.0,Low,1.0,Cat_3,B
461816,Female,No,49,Yes,Marketing,0.0,Low,5.0,Cat_6,A
461821,Female,No,32,No,Doctor,1.0,Low,4.0,Cat_6,B
461822,Male,Yes,36,Yes,Artist,8.0,High,2.0,Cat_6,B
461824,Male,Yes,45,Yes,Marketing,9.0,Low,3.0,Cat_6,A
461832,Male,No,29,Yes,Healthcare,1.0,Low,3.0,Cat_6,B
461837,Male,Yes,37,Yes,Artist,0.0,Low,2.0,Cat_6,D
461845,Female,Yes,48,Yes,Doctor,1.0,Average,4.0,Cat_6,C
461846,Female,No,65,Yes,Artist,0.0,Low,2.0,Cat_2,B
461848,Male,No,39,No,Marketing,1.0,Low,2.0,Cat_6,D
461858,Male,No,25,No,Entertainment,1.0,Low,7.0,Cat_4,D
461859,Female,Yes,49,No,Artist,5.0,Low,5.0,Cat_6,A
461860,Female,Yes,77,Yes,Lawyer,1.0,High,2.0,Cat_6,D
461862,Female,No,38,Yes,Artist,9.0,Low,1.0,Cat_6,A
461864,Male,No,19,Yes,Marketing,0.0,Low,6.0,Cat_4,B
461872,Female,Yes,76,Yes,Lawyer,1.0,High,2.0,Cat_6,D
461873,Male,No,28,Yes,Doctor,0.0,Low,4.0,Cat_6,A
461874,Male,Yes,51,Yes,Doctor,1.0,Average,3.0,Cat_3,D
461882,Female,No,28,Yes,Doctor,0.0,Low,5.0,Cat_7,D
461892,Female,No,42,Yes,Healthcare,0.0,Low,1.0,Cat_2,C
461896,Male,Yes,45,Yes,Artist,1.0,Low,1.0,Cat_6,D
461898,Male,Yes,63,Yes,Executive,6.0,High,3.0,Cat_6,C
461899,Female,No,18,No,Doctor,0.0,Low,6.0,Cat_6,A
461901,Male,No,26,Yes,Artist,7.0,Low,4.0,Cat_6,C
461910,Male,Yes,31,Yes,Artist,1.0,Average,2.0,Cat_2,D
461913,Male,No,43,Yes,Entertainment,5.0,Low,4.0,Cat_2,A
461914,Female,Yes,60,Yes,Artist,7.0,Low,2.0,Cat_6,A
461921,Female,No,36,Yes,Artist,0.0,Low,1.0,Cat_6,A
461927,Male,No,32,No,Healthcare,1.0,Low,4.0,Cat_2,D
461929,Male,Yes,60,Yes,Entertainment,1.0,Low,1.0,Cat_6,B
461930,Female,No,42,Yes,Artist,0.0,Low,1.0,Cat_4,D
461936,Male,Yes,69,No,Lawyer,0.0,High,2.0,Cat_6,B
461937,Female,No,42,Yes,Doctor,0.0,Low,2.0,Cat_6,A
461941,Female,Yes,70,Yes,Artist,1.0,Low,1.0,Cat_6,A
461943,Male,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6,C
461962,Male,Yes,56,Yes,Entertainment,1.0,Average,3.0,Cat_6,C
461963,Female,No,40,Yes,Artist,9.0,Low,1.0,Cat_6,C
461965,Male,No,23,No,Healthcare,1.0,Low,6.0,Cat_6,A
461967,Female,No,20,No,Marketing,3.0,Low,4.0,Cat_7,B
461968,Female,No,39,Yes,Entertainment,2.0,Low,1.0,Cat_6,B
461978,Female,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,D
461985,Male,No,28,Yes,Entertainment,1.0,Low,2.0,Cat_5,D
461988,Male,Yes,40,No,Engineer,1.0,Average,2.0,Cat_6,B
461993,Male,No,33,No,Healthcare,3.0,Low,4.0,Cat_6,C
461994,Male,Yes,20,No,Doctor,14.0,Low,2.0,Cat_6,B
461996,Female,No,35,No,Artist,7.0,Low,4.0,Cat_6,D
461999,Male,No,27,Yes,Doctor,0.0,Low,5.0,Cat_6,D
462007,Female,Yes,42,Yes,Artist,1.0,Average,2.0,Cat_6,D
462011,Male,Yes,30,No,Marketing,0.0,Low,4.0,Cat_4,A
462013,Female,Yes,56,Yes,Executive,0.0,Average,2.0,Cat_6,A
462015,Male,Yes,28,Yes,Entertainment,0.0,Average,2.0,Cat_6,A
462016,Female,Yes,38,Yes,Artist,6.0,Average,2.0,Cat_6,D
462017,Male,No,26,Yes,Entertainment,9.0,Low,1.0,Cat_2,C
462027,Male,No,36,No,Engineer,0.0,Low,1.0,Cat_6,D
462029,Male,No,56,No,Entertainment,0.0,Low,1.0,Cat_6,C
462033,Male,No,26,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
462038,Male,No,28,Yes,Artist,4.0,Low,4.0,Cat_6,A
462043,Male,No,32,No,Healthcare,0.0,Low,5.0,Cat_6,C
462044,Female,No,52,Yes,Artist,4.0,Low,1.0,Cat_6,B
462048,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_6,B
462051,Male,No,23,No,Healthcare,1.0,Low,5.0,Cat_4,A
462052,Male,Yes,50,Yes,Artist,0.0,Low,2.0,Cat_6,B
462053,Male,Yes,26,Yes,Artist,1.0,Low,2.0,Cat_6,B
462058,Male,Yes,40,Yes,Entertainment,8.0,Low,2.0,Cat_6,B
462060,Female,Yes,53,Yes,Artist,1.0,Average,2.0,Cat_6,A
462064,Male,Yes,63,Yes,Artist,0.0,Average,3.0,Cat_7,C
462068,Male,Yes,62,Yes,Executive,0.0,High,3.0,Cat_6,B
462075,Female,No,38,Yes,Artist,1.0,Low,1.0,Cat_6,A
462078,Female,Yes,57,No,Artist,1.0,Average,2.0,Cat_2,B
462080,Female,No,43,Yes,Artist,9.0,Low,1.0,Cat_6,D
462081,Male,No,21,No,Marketing,1.0,Low,3.0,Cat_4,B
462083,Male,No,22,No,Healthcare,0.0,Low,5.0,Cat_6,B
462084,Male,Yes,68,Yes,Artist,1.0,Low,1.0,Cat_6,B
462085,Female,No,28,Yes,Healthcare,0.0,Low,1.0,Cat_6,A
462088,Male,Yes,33,Yes,Artist,0.0,Average,2.0,Cat_6,A
462090,Female,No,38,Yes,Artist,8.0,Low,1.0,Cat_6,B
462091,Male,No,23,No,Healthcare,0.0,Low,5.0,Cat_4,A
462094,Female,No,41,Yes,Healthcare,1.0,Low,1.0,Cat_6,B
462096,Female,No,41,Yes,Homemaker,1.0,Low,1.0,Cat_4,D
462102,Female,No,39,Yes,Doctor,4.0,Low,1.0,Cat_6,D
462103,Female,Yes,49,No,Entertainment,9.0,High,2.0,Cat_6,B
462108,Female,Yes,33,Yes,Homemaker,1.0,Average,2.0,Cat_6,B
462109,Male,Yes,79,No,Lawyer,0.0,Low,1.0,Cat_6,D
462111,Male,Yes,38,Yes,Artist,6.0,Average,4.0,Cat_6,A
462114,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,A
462116,Female,Yes,68,Yes,Doctor,0.0,Average,2.0,Cat_6,B
462118,Male,No,31,Yes,Artist,0.0,Low,3.0,Cat_6,D
462120,Male,Yes,46,No,Artist,1.0,Low,3.0,Cat_3,D
462128,Male,Yes,35,Yes,Artist,9.0,Average,2.0,Cat_6,D
462131,Female,No,42,Yes,Artist,8.0,Low,3.0,Cat_2,A
462141,Female,No,38,Yes,Artist,8.0,Low,1.0,Cat_6,D
462149,Female,Yes,88,No,Lawyer,2.0,High,1.0,Cat_6,A
462151,Female,No,42,Yes,Artist,9.0,Low,1.0,Cat_6,B
462163,Female,Yes,26,Yes,Artist,4.0,Average,2.0,Cat_3,D
462168,Male,Yes,35,Yes,Executive,0.0,High,3.0,Cat_6,B
462171,Female,Yes,41,No,Engineer,3.0,High,2.0,Cat_6,D
462172,Male,Yes,37,Yes,Doctor,1.0,Average,2.0,Cat_1,C
462174,Female,Yes,41,Yes,Engineer,8.0,Average,4.0,Cat_4,C
462179,Female,No,33,Yes,Marketing,0.0,Low,9.0,Cat_7,C
462180,Female,Yes,61,Yes,Engineer,2.0,Average,4.0,Cat_2,C
462186,Female,No,19,No,Doctor,1.0,Low,3.0,Cat_1,D
462187,Female,No,50,Yes,Artist,4.0,Low,1.0,Cat_6,D
462188,Female,Yes,48,No,Engineer,0.0,Average,4.0,Cat_4,D
462196,Male,Yes,57,No,Marketing,1.0,Average,3.0,Cat_4,B
462197,Female,Yes,72,No,Engineer,1.0,Average,3.0,Cat_4,C
462198,Female,No,39,No,Engineer,4.0,Low,2.0,Cat_3,B
462200,Female,Yes,49,Yes,Doctor,0.0,Low,3.0,Cat_4,A
462202,Female,No,41,Yes,Entertainment,0.0,Low,4.0,Cat_4,D
462203,Male,Yes,65,No,Executive,2.0,High,7.0,Cat_4,A
462204,Female,No,22,No,Marketing,0.0,Low,3.0,Cat_4,C
462205,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_4,A
462209,Female,Yes,41,No,Artist,0.0,Low,1.0,Cat_4,A
462210,Female,Yes,42,Yes,Engineer,0.0,Low,3.0,Cat_4,D
462211,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_4,C
462214,Male,Yes,49,No,Doctor,1.0,Low,2.0,Cat_4,C
462216,Female,Yes,40,No,Doctor,0.0,Low,2.0,Cat_4,A
462218,Male,Yes,50,No,Executive,1.0,Average,5.0,Cat_4,D
462220,Female,No,19,No,Healthcare,6.0,Low,3.0,Cat_4,B
462222,Male,No,22,No,Healthcare,0.0,Low,6.0,Cat_4,C
462229,Male,No,23,No,Unemployed,1.0,Low,8.0,Cat_4,C
462231,Male,No,27,Yes,Artist,4.0,Low,6.0,Cat_4,A
462232,Male,Yes,55,No,Executive,0.0,High,8.0,Cat_4,C
462234,Male,Yes,32,No,Unemployed,1.0,Average,6.0,Cat_4,A
462238,Male,Yes,57,No,Entertainment,1.0,Low,2.0,Cat_3,A
462240,Male,Yes,80,No,Lawyer,0.0,High,2.0,Cat_6,B
462243,Male,Yes,43,No,Executive,0.0,Low,4.0,Cat_6,C
462246,Female,Yes,79,No,Lawyer,1.0,High,2.0,Cat_6,C
462249,Male,No,25,No,Entertainment,1.0,Low,3.0,Cat_6,C
462256,Female,Yes,58,Yes,Homemaker,0.0,Average,4.0,Cat_6,A
462257,Female,Yes,78,Yes,Lawyer,1.0,High,2.0,Cat_6,B
462260,Male,Yes,76,Yes,Lawyer,1.0,Low,2.0,Cat_6,D
462274,Male,Yes,47,Yes,Artist,1.0,Average,3.0,Cat_6,A
462275,Male,Yes,43,Yes,Artist,1.0,Average,2.0,Cat_6,C
462278,Male,No,31,Yes,Healthcare,1.0,Low,4.0,Cat_6,C
462279,Male,No,27,No,Healthcare,0.0,Low,7.0,Cat_6,C
462280,Male,No,31,Yes,Healthcare,0.0,Low,4.0,Cat_6,B
462281,Male,Yes,46,Yes,Artist,1.0,Low,2.0,Cat_6,A
462284,Male,Yes,48,Yes,Executive,1.0,Average,4.0,Cat_6,A
462286,Male,Yes,57,No,Doctor,0.0,Average,2.0,Cat_6,D
462290,Female,No,30,Yes,Doctor,0.0,Low,1.0,Cat_6,D
462291,Female,No,37,Yes,Marketing,1.0,Low,3.0,Cat_6,B
462297,Female,No,31,Yes,Artist,14.0,Low,2.0,Cat_6,B
462300,Male,Yes,49,Yes,Artist,1.0,Average,3.0,Cat_6,C
462304,Male,Yes,56,Yes,Artist,1.0,Low,4.0,Cat_4,C
462306,Male,Yes,83,No,Lawyer,8.0,High,2.0,Cat_6,D
462309,Male,No,32,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
462310,Male,Yes,63,Yes,Artist,5.0,Average,4.0,Cat_6,D
462323,Female,Yes,71,Yes,Doctor,1.0,Average,2.0,Cat_6,D
462336,Male,Yes,50,No,Artist,0.0,Low,4.0,Cat_6,D
462339,Male,No,31,Yes,Artist,4.0,Low,5.0,Cat_6,D
462340,Male,Yes,60,No,Entertainment,0.0,Average,6.0,Cat_6,D
462342,Female,Yes,71,Yes,Lawyer,8.0,High,2.0,Cat_6,D
462345,Male,Yes,49,Yes,Doctor,0.0,Average,6.0,Cat_4,D
462346,Male,Yes,74,Yes,Lawyer,9.0,Low,1.0,Cat_6,D
462349,Male,Yes,51,Yes,Artist,1.0,Average,6.0,Cat_6,C
462355,Male,Yes,61,No,Entertainment,0.0,Low,2.0,Cat_6,B
462356,Male,No,46,Yes,Engineer,0.0,Low,3.0,Cat_6,A
462358,Male,Yes,39,No,Doctor,2.0,Average,2.0,Cat_6,A
462365,Male,Yes,85,Yes,Lawyer,1.0,High,2.0,Cat_6,D
462368,Female,Yes,31,Yes,Artist,1.0,Average,2.0,Cat_6,D
462370,Male,Yes,39,Yes,Executive,4.0,High,3.0,Cat_6,B
462381,Female,Yes,48,No,Doctor,1.0,High,2.0,Cat_6,C
462382,Male,Yes,71,Yes,Lawyer,0.0,High,2.0,Cat_6,C
462384,Female,No,31,Yes,Healthcare,1.0,Low,1.0,Cat_7,C
462386,Female,No,32,Yes,Healthcare,0.0,Low,5.0,Cat_6,D
462389,Female,Yes,55,No,Engineer,0.0,Low,1.0,Cat_6,A
462395,Male,Yes,46,Yes,Artist,0.0,High,2.0,Cat_6,C
462396,Male,Yes,53,Yes,Doctor,1.0,Average,2.0,Cat_6,D
462397,Male,Yes,50,Yes,Artist,0.0,Average,4.0,Cat_6,D
462400,Male,No,45,Yes,Artist,1.0,Low,1.0,Cat_6,D
462401,Male,Yes,33,No,Executive,1.0,Average,2.0,Cat_4,D
462409,Female,Yes,29,No,Engineer,5.0,Low,2.0,Cat_6,A
462411,Male,No,35,Yes,Artist,8.0,Low,1.0,Cat_6,C
462415,Male,No,25,No,Doctor,1.0,Low,1.0,Cat_6,C
462420,Male,No,26,Yes,Healthcare,0.0,Low,3.0,Cat_6,B
462421,Male,No,48,Yes,Artist,1.0,Low,2.0,Cat_6,B
462423,Male,Yes,66,No,Lawyer,0.0,High,3.0,Cat_6,D
462424,Female,Yes,38,No,Artist,0.0,Low,3.0,Cat_6,C
462428,Male,Yes,65,Yes,Entertainment,2.0,Average,3.0,Cat_6,C
462429,Male,Yes,87,No,Lawyer,1.0,Low,1.0,Cat_6,C
462445,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,B
462446,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,D
462447,Male,No,22,No,Healthcare,9.0,Low,4.0,Cat_6,D
462450,Male,No,18,No,Healthcare,0.0,Low,2.0,Cat_6,C
462451,Male,No,18,No,Marketing,1.0,Low,9.0,Cat_6,C
462452,Male,No,19,No,Healthcare,0.0,Low,2.0,Cat_4,A
462454,Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_2,D
462456,Male,No,22,No,Healthcare,0.0,Low,8.0,Cat_6,B
462457,Male,No,31,No,Healthcare,4.0,Low,4.0,Cat_6,B
462463,Male,Yes,63,No,Artist,0.0,Average,2.0,Cat_6,A
462472,Male,No,43,Yes,Artist,1.0,Low,1.0,Cat_6,D
462473,Male,No,73,No,Engineer,0.0,Low,2.0,Cat_4,D
462485,Female,Yes,39,No,Engineer,0.0,Low,2.0,Cat_6,A
462488,Male,No,31,Yes,Healthcare,1.0,Low,5.0,Cat_6,D
462491,Male,No,31,Yes,Artist,0.0,Low,5.0,Cat_6,D
462492,Male,Yes,43,No,Artist,0.0,Average,4.0,Cat_2,A
462496,Male,Yes,52,No,Artist,0.0,Average,3.0,Cat_6,D
462498,Female,Yes,63,Yes,Doctor,0.0,Average,3.0,Cat_6,A
462503,Male,Yes,51,Yes,Executive,1.0,High,4.0,Cat_6,B
462508,Male,Yes,35,Yes,Healthcare,1.0,Low,7.0,Cat_4,D
462512,Female,Yes,32,No,Entertainment,1.0,Average,2.0,Cat_4,D
462517,Female,Yes,39,Yes,Homemaker,9.0,High,4.0,Cat_6,A
462518,Female,No,25,No,Healthcare,1.0,Low,6.0,Cat_5,D
462519,Male,No,20,No,Healthcare,0.0,Low,5.0,Cat_4,B
462521,Female,No,33,No,Homemaker,9.0,Low,1.0,Cat_6,D
462522,Male,Yes,36,No,Executive,0.0,Average,5.0,Cat_4,B
462524,Female,Yes,35,Yes,Doctor,1.0,Low,2.0,Cat_6,B
462525,Female,Yes,42,Yes,Artist,1.0,Average,2.0,Cat_6,B
462526,Female,Yes,52,Yes,Artist,2.0,Average,5.0,Cat_6,C
462529,Female,Yes,42,Yes,Engineer,1.0,Low,2.0,Cat_6,C
462531,Female,Yes,57,No,Homemaker,1.0,High,2.0,Cat_6,B
462533,Female,No,30,Yes,Entertainment,1.0,Low,3.0,Cat_6,B
462538,Female,Yes,73,Yes,Lawyer,1.0,High,2.0,Cat_6,D
462541,Male,Yes,66,Yes,Engineer,3.0,High,2.0,Cat_6,D
462542,Female,Yes,62,Yes,Artist,9.0,Average,5.0,Cat_2,C
462543,Female,Yes,36,Yes,Artist,4.0,Low,1.0,Cat_3,B
462545,Male,No,33,No,Engineer,0.0,Low,3.0,Cat_4,B
462554,Male,No,28,No,Healthcare,0.0,Low,8.0,Cat_4,C
462561,Female,Yes,48,Yes,Artist,3.0,Average,2.0,Cat_6,B
462563,Female,Yes,53,Yes,Artist,1.0,Average,2.0,Cat_6,D
462566,Female,Yes,27,No,Doctor,1.0,Low,2.0,Cat_3,D
462577,Female,Yes,71,No,Marketing,0.0,High,2.0,Cat_4,D
462578,Male,Yes,35,Yes,Artist,9.0,Average,2.0,Cat_4,C
462580,Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_4,B
462584,Female,Yes,39,No,Entertainment,0.0,Low,4.0,Cat_4,D
462587,Female,Yes,79,No,Lawyer,1.0,High,2.0,Cat_4,C
462589,Female,No,29,No,Engineer,9.0,Low,8.0,Cat_4,B
462595,Female,No,33,Yes,Artist,7.0,Low,7.0,Cat_4,B
462596,Female,No,31,No,Healthcare,0.0,Low,2.0,Cat_4,A
462600,Male,Yes,25,No,Engineer,4.0,Average,3.0,Cat_4,D
462609,Female,Yes,52,No,Doctor,4.0,Low,1.0,Cat_4,D
462611,Male,Yes,41,No,Executive,0.0,High,7.0,Cat_4,D
462612,Female,Yes,27,No,Doctor,1.0,High,6.0,Cat_4,D
462613,Female,Yes,39,No,Engineer,1.0,Average,5.0,Cat_4,D
462615,Male,No,32,No,Doctor,3.0,Low,7.0,Cat_4,D
462617,Male,No,19,No,Healthcare,1.0,Low,5.0,Cat_4,D
462625,Male,No,30,Yes,Artist,1.0,Low,3.0,Cat_4,C
462626,Female,No,31,Yes,Engineer,0.0,Low,6.0,Cat_4,D
462632,Female,Yes,43,No,Engineer,1.0,Average,4.0,Cat_4,C
462637,Female,Yes,63,No,Marketing,1.0,Average,6.0,Cat_4,B
462643,Female,Yes,37,Yes,Engineer,1.0,Average,3.0,Cat_4,B
462654,Male,Yes,37,No,Artist,0.0,Average,6.0,Cat_4,B
462668,Female,No,38,Yes,Artist,4.0,Low,1.0,Cat_6,D
462669,Female,Yes,41,Yes,Entertainment,1.0,High,6.0,Cat_6,D
462678,Female,Yes,45,Yes,Artist,3.0,Average,3.0,Cat_6,D
462680,Male,Yes,35,Yes,Doctor,1.0,Average,4.0,Cat_6,C
462683,Female,Yes,43,No,Engineer,1.0,Low,5.0,Cat_1,A
462685,Female,No,33,No,Healthcare,1.0,Low,3.0,Cat_4,A
462687,Male,No,26,No,Homemaker,14.0,Low,3.0,Cat_3,C
462692,Female,Yes,39,No,Artist,1.0,Average,2.0,Cat_6,A
462696,Male,Yes,49,No,Artist,1.0,High,2.0,Cat_6,A
462702,Male,Yes,53,No,Entertainment,1.0,Average,4.0,Cat_4,D
462704,Male,Yes,52,Yes,Executive,5.0,High,5.0,Cat_6,D
462705,Female,Yes,66,No,Lawyer,0.0,Average,2.0,Cat_6,D
462716,Male,No,26,No,Entertainment,6.0,Low,2.0,Cat_4,D
462720,Male,Yes,38,Yes,Marketing,1.0,Low,5.0,Cat_6,C
462722,Female,No,25,No,Homemaker,1.0,Low,4.0,Cat_6,C
462723,Female,Yes,53,No,Artist,8.0,Average,2.0,Cat_6,D
462727,Female,Yes,87,No,Lawyer,0.0,High,2.0,Cat_6,D
462729,Male,No,28,No,Healthcare,1.0,Low,2.0,Cat_6,D
462731,Female,Yes,37,Yes,Artist,7.0,High,3.0,Cat_6,D
462732,Female,Yes,42,Yes,Artist,1.0,Low,1.0,Cat_6,D
462735,Female,Yes,25,No,Artist,1.0,Average,2.0,Cat_1,A
462736,Female,Yes,33,No,Engineer,6.0,Low,3.0,Cat_6,B
462738,Female,No,33,Yes,Healthcare,1.0,Low,3.0,Cat_2,A
462739,Male,Yes,46,Yes,Artist,1.0,Low,2.0,Cat_6,B
462743,Male,No,33,No,Healthcare,2.0,Low,4.0,Cat_3,A
462746,Male,No,26,No,Entertainment,1.0,Low,3.0,Cat_6,C
462747,Male,No,32,No,Doctor,6.0,Low,4.0,Cat_6,A
462752,Female,No,25,No,Healthcare,1.0,Low,1.0,Cat_6,D
462755,Female,No,18,No,Healthcare,1.0,Low,2.0,Cat_6,D
462756,Female,No,22,No,Engineer,0.0,Low,4.0,Cat_6,B
462761,Male,No,19,No,Healthcare,2.0,Low,4.0,Cat_6,C
462762,Male,Yes,46,Yes,Artist,0.0,High,4.0,Cat_6,C
